"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"1850","종로구 거치대_003","자전거 일반 거치대","사용","일반","126.972828210","37.573840287","[]","Point","","서울특별시 종로구 사직로8길 42","서울특별시 종로구 내수동 74","03173","","(친환경)자전거 편의시설","986.846326","2022-01-10 11:02:57","2022-01-10 11:02:57","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1851","종로구 거치대_004","자전거 일반 거치대","사용","일반","126.966908983","37.576526753","[]","Point","","서울특별시 종로구 사직로9길 15-14","서울특별시 종로구 사직동 1-28","03027","","(친환경)자전거 편의시설","1462.210913","2022-01-10 11:05:00","2022-01-10 11:05:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1852","종로구 거치대_005","자전거 일반 거치대","사용","일반","126.979192297","37.575508984","[]","Point","","서울특별시 종로구 종로1길 57","서울특별시 종로구 중학동 109-1","03142","","(친환경)자전거 편의시설","1221.688167","2022-01-10 11:06:42","2022-01-10 11:06:42","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1853","종로구 거치대_006","자전거 일반 거치대","사용","일반","126.972177326","37.576207916","[]","Point","","서울특별시 종로구 사직로 121","서울특별시 종로구 내자동 67-2","03041","","(친환경)자전거 편의시설","1231.795521","2022-01-10 11:07:22","2022-01-10 11:07:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1854","종로구 거치대_007","자전거 일반 거치대","사용","일반","126.972393828","37.576420700","[]","Point","","서울특별시 종로구 자하문로 3","서울특별시 종로구 내자동 68-1","03041","","(친환경)자전거 편의시설","1248.460937","2022-01-10 11:08:05","2022-01-10 11:08:05","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1855","종로구 거치대_008","자전거 일반 거치대","사용","일반","126.972978870","37.576164177","[]","Point","","서울특별시 종로구 사직로 125","서울특별시 종로구 적선동 8-5","03044","","(친환경)자전거 편의시설","1213.612587","2022-01-10 11:11:35","2022-01-10 11:11:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1856","종로구 거치대_009","자전거 일반 거치대","사용","일반","126.972620927","37.575532763","[]","Point","","서울특별시 종로구 사직로8길 31","서울특별시 종로구 내자동 201-11","03169","","(친환경)자전거 편의시설","1157.018031","2022-01-10 11:12:50","2022-01-10 11:12:50","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1857","종로구 거치대_010","자전거 일반 거치대","사용","일반","126.974066201","37.575942563","[]","Point","","서울특별시 종로구 사직로 137","서울특별시 종로구 적선동 8-1","03044","","(친환경)자전거 편의시설","1180.931540","2022-01-10 11:14:40","2022-01-10 11:14:40","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1858","종로구 거치대_011","자전거 일반 거치대","사용","일반","126.976405977","37.569908314","[]","Point","","서울특별시 종로구 세종대로 149","서울특별시 종로구 세종로 1-81","03186","","(친환경)자전거 편의시설","600.713096","2022-01-10 11:15:23","2022-01-10 11:15:23","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1859","종로구 거치대_012","자전거 일반 거치대","사용","일반","126.974653247","37.571973624","[]","Point","","서울특별시 종로구 새문안로5길 19","서울특별시 종로구 당주동 5","03173","","(친환경)자전거 편의시설","782.373541","2022-01-10 11:18:53","2022-01-10 11:18:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1860","종로구 거치대_013","자전거 일반 거치대","사용","일반","126.982859218","37.587713539","[]","Point","","서울특별시 종로구 삼청로10길 13","서울특별시 종로구 삼청동 25-1","03050","","(친환경)자전거 편의시설","2493.781919","2022-01-10 11:20:42","2022-01-10 11:20:42","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1861","종로구 거치대_014","자전거 일반 거치대","사용","일반","126.957385920","37.599765047","[]","Point","","서울특별시 종로구 홍지문길 1","서울특별시 종로구 홍지동 72-7","03015","","(친환경)자전거 편의시설","3959.843208","2022-01-10 11:22:12","2022-01-10 11:22:12","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1862","종로구 거치대_015","자전거 일반 거치대","사용","일반","126.961385629","37.603587026","[]","Point","","서울특별시 종로구 세검정로9길 9","서울특별시 종로구 신영동 42-1","03014","","(친환경)자전거 편의시설","4162.233026","2022-01-10 11:23:03","2022-01-10 11:23:03","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1863","종로구 거치대_016","자전거 일반 거치대","사용","일반","126.961183011","37.572766935","[]","Point","","서울특별시 종로구 사직로 7","서울특별시 종로구 행촌동 206-29","03029","","(친환경)자전거 편의시설","1602.577348","2022-01-10 11:24:32","2022-01-10 11:24:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1864","종로구 거치대_017","자전거 일반 거치대","사용","일반","126.957796389","37.574807622","[]","Point","","서울특별시 종로구 통일로 252","서울특별시 종로구 무악동 42","03030","","(친환경)자전거 편의시설","1997.868766","2022-01-10 11:26:24","2022-01-10 11:26:24","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
